state,date,persons
Rhode Island,2023-03-01,143739
Rhode Island,2023-04-01,143428
Rhode Island,2023-05-01,143942
Rhode Island,2023-06-01,143914
Rhode Island,2023-07-01,143309
Rhode Island,2023-08-01,143501
Rhode Island,2023-09-01,143099
South Carolina,2009-10-01,761506
South Carolina,2009-11-01,771540
South Carolina,2009-12-01,778371
South Carolina,2010-01-01,784615
South Carolina,2010-02-01,785735
South Carolina,2010-03-01,792087
South Carolina,2010-04-01,798227
South Carolina,2010-05-01,801412
South Carolina,2010-06-01,810620
South Carolina,2010-07-01,818691
South Carolina,2010-08-01,829862
South Carolina,2010-09-01,832651
South Carolina,2010-10-01,834846
South Carolina,2010-11-01,839109
South Carolina,2010-12-01,841158
South Carolina,2011-01-01,835154
South Carolina,2011-02-01,841158
South Carolina,2011-03-01,840159
South Carolina,2011-04-01,838503
South Carolina,2011-05-01,843281
South Carolina,2011-06-01,847467
South Carolina,2011-07-01,850183
South Carolina,2011-08-01,859660
South Carolina,2011-09-01,862178
South Carolina,2011-10-01,867258
South Carolina,2011-11-01,870438
South Carolina,2011-12-01,869018
South Carolina,2012-01-01,866362
South Carolina,2012-02-01,865231
South Carolina,2012-03-01,869859
South Carolina,2012-04-01,868216
South Carolina,2012-05-01,869916
South Carolina,2012-06-01,872149
South Carolina,2012-07-01,875828
South Carolina,2012-08-01,873432
South Carolina,2012-09-01,869900
South Carolina,2012-10-01,875328
South Carolina,2012-11-01,878636
South Carolina,2012-12-01,879358
South Carolina,2013-01-01,878022
South Carolina,2013-02-01,876505
South Carolina,2013-03-01,876632
South Carolina,2013-04-01,873591
South Carolina,2013-05-01,872313
South Carolina,2013-06-01,871501
South Carolina,2013-07-01,873803
South Carolina,2013-08-01,877202
South Carolina,2013-09-01,877498
South Carolina,2013-10-01,874016
South Carolina,2013-11-01,864774
South Carolina,2013-12-01,855898
South Carolina,2014-01-01,843141
South Carolina,2014-02-01,832734
South Carolina,2014-03-01,834569
South Carolina,2014-04-01,820495
South Carolina,2014-05-01,818094
South Carolina,2014-06-01,818960
South Carolina,2014-07-01,816523
South Carolina,2014-08-01,818211
South Carolina,2014-09-01,816717
South Carolina,2014-10-01,819056
South Carolina,2014-11-01,816789
South Carolina,2014-12-01,815073
South Carolina,2015-01-01,809700
South Carolina,2015-02-01,807128
South Carolina,2015-03-01,804886
South Carolina,2015-04-01,797735
South Carolina,2015-05-01,793353
South Carolina,2015-06-01,797304
South Carolina,2015-07-01,797185
South Carolina,2015-08-01,799056
South Carolina,2015-09-01,797596
South Carolina,2015-10-01,793218
South Carolina,2015-11-01,1094116
South Carolina,2015-12-01,905041
South Carolina,2016-01-01,782081
South Carolina,2016-02-01,775371
South Carolina,2016-03-01,772096
South Carolina,2016-04-01,767489
South Carolina,2016-05-01,767320
South Carolina,2016-06-01,765549
South Carolina,2016-07-01,740443
South Carolina,2016-08-01,750777
South Carolina,2016-09-01,746646
South Carolina,2016-10-01,752030
South Carolina,2016-11-01,741539
South Carolina,2016-12-01,739365
South Carolina,2017-01-01,733210
South Carolina,2017-02-01,725386
South Carolina,2017-03-01,721117
South Carolina,2017-04-01,709836
South Carolina,2017-05-01,706784
South Carolina,2017-06-01,708619
South Carolina,2017-07-01,702165
South Carolina,2017-08-01,703023
South Carolina,2017-09-01,696654
South Carolina,2017-10-01,695651
South Carolina,2017-11-01,691499
South Carolina,2017-12-01,682959
South Carolina,2018-01-01,674007
South Carolina,2018-02-01,669192
South Carolina,2018-03-01,669208
South Carolina,2018-04-01,650947
South Carolina,2018-05-01,643119
South Carolina,2018-06-01,640219
South Carolina,2018-07-01,629757
South Carolina,2018-08-01,629959
South Carolina,2018-09-01,620912
South Carolina,2018-10-01,623283
South Carolina,2018-11-01,621075
South Carolina,2018-12-01,617516
South Carolina,2019-01-01,611652
South Carolina,2019-02-01,96732
South Carolina,2019-03-01,595551
South Carolina,2019-04-01,590881
South Carolina,2019-05-01,590201
South Carolina,2019-06-01,590472
South Carolina,2019-07-01,590847
South Carolina,2019-08-01,590285
South Carolina,2019-09-01,586163
South Carolina,2019-10-01,585252
South Carolina,2019-11-01,581080
South Carolina,2019-12-01,575587
South Carolina,2020-01-01,571309
South Carolina,2020-02-01,567732
South Carolina,2020-03-01,568652
South Carolina,2020-04-01,592738
South Carolina,2020-05-01,624819
South Carolina,2020-06-01,638952
South Carolina,2020-07-01,615572
South Carolina,2020-08-01,617334
South Carolina,2020-09-01,614905
South Carolina,2020-10-01,611862
South Carolina,2020-11-01,604551
South Carolina,2020-12-01,599027
South Carolina,2021-01-01,604551
South Carolina,2021-02-01,610090
South Carolina,2021-03-01,612863
South Carolina,2021-04-01,609831
South Carolina,2021-05-01,602657
South Carolina,2021-06-01,604124
South Carolina,2021-07-01,606295
South Carolina,2021-08-01,614620
South Carolina,2021-09-01,616807
South Carolina,2021-10-01,617939
South Carolina,2021-11-01,619266
South Carolina,2021-12-01,614987
South Carolina,2022-01-01,606722
South Carolina,2022-02-01,610974
South Carolina,2022-03-01,619070
South Carolina,2022-04-01,620434
South Carolina,2022-05-01,621431
South Carolina,2022-06-01,628799
South Carolina,2022-07-01,624133
South Carolina,2022-08-01,624314
South Carolina,2022-09-01,619666
South Carolina,2022-10-01,617348
South Carolina,2022-11-01,612285
South Carolina,2022-12-01,602863
South Carolina,2023-01-01,599279
South Carolina,2023-02-01,602234
South Carolina,2023-03-01,623418
South Carolina,2023-04-01,629078
South Carolina,2023-05-01,638649
South Carolina,2023-06-01,636040
South Carolina,2023-07-01,628794
South Carolina,2023-08-01,630176
South Carolina,2023-09-01,613596
South Dakota,2009-10-01,88601
South Dakota,2009-11-01,90510
South Dakota,2009-12-01,91728
South Dakota,2010-01-01,93681
South Dakota,2010-02-01,94378
South Dakota,2010-03-01,95742
South Dakota,2010-04-01,96571
South Dakota,2010-05-01,96931
South Dakota,2010-06-01,97918
South Dakota,2010-07-01,99001
South Dakota,2010-08-01,99467
South Dakota,2010-09-01,99504
South Dakota,2010-10-01,99327
South Dakota,2010-11-01,99826
South Dakota,2010-12-01,100789
South Dakota,2011-01-01,101635
South Dakota,2011-02-01,101526
South Dakota,2011-03-01,101636
South Dakota,2011-04-01,101924
South Dakota,2011-05-01,102005
South Dakota,2011-06-01,102748
South Dakota,2011-07-01,103343
South Dakota,2011-08-01,103771
South Dakota,2011-09-01,103277
South Dakota,2011-10-01,103282
South Dakota,2011-11-01,103336
South Dakota,2011-12-01,104007
South Dakota,2012-01-01,104704
South Dakota,2012-02-01,104084
South Dakota,2012-03-01,103909
South Dakota,2012-04-01,103632
South Dakota,2012-05-01,103349
South Dakota,2012-06-01,103914
South Dakota,2012-07-01,103934
South Dakota,2012-08-01,104501
South Dakota,2012-09-01,103498
South Dakota,2012-10-01,103511
South Dakota,2012-11-01,103821
South Dakota,2012-12-01,103832
South Dakota,2013-01-01,104806
South Dakota,2013-02-01,104629
South Dakota,2013-03-01,104407
South Dakota,2013-04-01,104175
South Dakota,2013-05-01,104135
South Dakota,2013-06-01,104445
South Dakota,2013-07-01,104004
South Dakota,2013-08-01,104099
South Dakota,2013-09-01,102755
South Dakota,2013-10-01,101887
South Dakota,2013-11-01,101403
South Dakota,2013-12-01,101355
South Dakota,2014-01-01,102253
South Dakota,2014-02-01,101468
South Dakota,2014-03-01,101163
South Dakota,2014-04-01,100971
South Dakota,2014-05-01,100646
South Dakota,2014-06-01,100534
South Dakota,2014-07-01,100433
South Dakota,2014-08-01,100041
South Dakota,2014-09-01,99101
South Dakota,2014-10-01,98624
South Dakota,2014-11-01,98353
South Dakota,2014-12-01,98881
South Dakota,2015-01-01,99759
South Dakota,2015-02-01,99383
South Dakota,2015-03-01,98954
South Dakota,2015-04-01,98970
South Dakota,2015-05-01,98168
South Dakota,2015-06-01,98227
South Dakota,2015-07-01,97981
South Dakota,2015-08-01,98067
South Dakota,2015-09-01,97267
South Dakota,2015-10-01,96692
South Dakota,2015-11-01,96421
South Dakota,2015-12-01,96360
South Dakota,2016-01-01,96917
South Dakota,2016-02-01,96091
South Dakota,2016-03-01,95646
South Dakota,2016-04-01,95581
South Dakota,2016-05-01,95757
South Dakota,2016-06-01,95154
South Dakota,2016-07-01,95654
South Dakota,2016-08-01,95871
South Dakota,2016-09-01,95655
South Dakota,2016-10-01,95153
South Dakota,2016-11-01,95051
South Dakota,2016-12-01,94624
South Dakota,2017-01-01,95050
South Dakota,2017-02-01,94387
South Dakota,2017-03-01,93493
South Dakota,2017-04-01,92699
South Dakota,2017-05-01,92377
South Dakota,2017-06-01,92118
South Dakota,2017-07-01,91629
South Dakota,2017-08-01,91503
South Dakota,2017-09-01,91018
South Dakota,2017-10-01,90383
South Dakota,2017-11-01,89739
South Dakota,2017-12-01,89366
South Dakota,2018-01-01,89804
South Dakota,2018-02-01,89328
South Dakota,2018-03-01,88124
South Dakota,2018-04-01,87309
South Dakota,2018-05-01,86607
South Dakota,2018-06-01,85843
South Dakota,2018-07-01,85068
South Dakota,2018-08-01,84361
South Dakota,2018-09-01,82986
South Dakota,2018-10-01,82566
South Dakota,2018-11-01,81999
South Dakota,2018-12-01,81528
South Dakota,2019-01-01,82164
South Dakota,2019-02-01,8068
South Dakota,2019-03-01,81412
South Dakota,2019-04-01,80939
South Dakota,2019-05-01,80967
South Dakota,2019-06-01,80962
South Dakota,2019-07-01,80314
South Dakota,2019-08-01,80139
South Dakota,2019-09-01,79186
South Dakota,2019-10-01,78854
South Dakota,2019-11-01,78286
South Dakota,2019-12-01,77863
South Dakota,2020-01-01,78134
South Dakota,2020-02-01,78006
South Dakota,2020-03-01,77302
South Dakota,2020-04-01,79148
South Dakota,2020-05-01,79205
South Dakota,2020-06-01,77981
South Dakota,2020-07-01,77526
South Dakota,2020-08-01,78149
South Dakota,2020-09-01,78491
South Dakota,2020-10-01,77417
South Dakota,2020-11-01,76639
South Dakota,2020-12-01,76303
South Dakota,2021-01-01,75925
South Dakota,2021-02-01,76089
South Dakota,2021-03-01,75079
South Dakota,2021-04-01,74061
South Dakota,2021-05-01,73265
South Dakota,2021-06-01,73238
South Dakota,2021-07-01,73168
South Dakota,2021-08-01,72331
South Dakota,2021-09-01,72014
South Dakota,2021-10-01,71785
South Dakota,2021-11-01,71482
South Dakota,2021-12-01,70961
South Dakota,2022-01-01,71522
South Dakota,2022-02-01,71232
South Dakota,2022-03-01,70901
South Dakota,2022-04-01,70014
South Dakota,2022-05-01,70483
South Dakota,2022-06-01,71098
South Dakota,2022-07-01,71057
South Dakota,2022-08-01,71078
South Dakota,2022-09-01,70534
South Dakota,2022-10-01,70984
South Dakota,2022-11-01,70998
South Dakota,2022-12-01,70548
South Dakota,2023-01-01,71390
South Dakota,2023-02-01,71009
South Dakota,2023-03-01,71144
South Dakota,2023-04-01,71218
South Dakota,2023-05-01,71387
South Dakota,2023-06-01,71496
South Dakota,2023-07-01,72019
South Dakota,2023-08-01,72704
South Dakota,2023-09-01,72745
Tennessee,2009-10-01,1181440
Tennessee,2009-11-01,1185791
Tennessee,2009-12-01,1205219
Tennessee,2010-01-01,1208288
Tennessee,2010-02-01,1202604
Tennessee,2010-03-01,1224909
Tennessee,2010-04-01,1225308
Tennessee,2010-05-01,1225284
Tennessee,2010-06-01,1249367
Tennessee,2010-07-01,1251862
Tennessee,2010-08-01,1260726
Tennessee,2010-09-01,1267478
Tennessee,2010-10-01,1263470
Tennessee,2010-11-01,1264407
Tennessee,2010-12-01,1276410
Tennessee,2011-01-01,1272315
Tennessee,2011-02-01,1265707
Tennessee,2011-03-01,1282530
Tennessee,2011-04-01,1270529
Tennessee,2011-05-01,1276500
Tennessee,2011-06-01,1289963
Tennessee,2011-07-01,1277706
Tennessee,2011-08-01,1285316
Tennessee,2011-09-01,1284624
Tennessee,2011-10-01,1280908
Tennessee,2011-11-01,1288645
Tennessee,2011-12-01,1288879
Tennessee,2012-01-01,1303369
Tennessee,2012-02-01,1306650
Tennessee,2012-03-01,1319476
Tennessee,2012-04-01,1320324
Tennessee,2012-05-01,1334012
Tennessee,2012-06-01,1342885
Tennessee,2012-07-01,1341252
Tennessee,2012-08-01,1345085
Tennessee,2012-09-01,1330238
Tennessee,2012-10-01,1342144
Tennessee,2012-11-01,1332860
Tennessee,2012-12-01,1326541
Tennessee,2013-01-01,1342605
Tennessee,2013-02-01,1335790
Tennessee,2013-03-01,1339440
Tennessee,2013-04-01,1343265
Tennessee,2013-05-01,1351113
Tennessee,2013-06-01,1350184
Tennessee,2013-07-01,1356160
Tennessee,2013-08-01,1351040
Tennessee,2013-09-01,1333931
Tennessee,2013-10-01,1346102
Tennessee,2013-11-01,1327376
Tennessee,2013-12-01,1318529
Tennessee,2014-01-01,1329164
Tennessee,2014-02-01,1307038
Tennessee,2014-03-01,1316813
Tennessee,2014-04-01,1311887
Tennessee,2014-05-01,1305837
Tennessee,2014-06-01,1302428
Tennessee,2014-07-01,1307290
Tennessee,2014-08-01,1295020
Tennessee,2014-09-01,1282580
Tennessee,2014-10-01,1286059
Tennessee,2014-11-01,1264669
Tennessee,2014-12-01,1271612
Tennessee,2015-01-01,1260071
Tennessee,2015-02-01,1226271
Tennessee,2015-03-01,1232834
Tennessee,2015-04-01,1216681
Tennessee,2015-05-01,1205546
Tennessee,2015-06-01,1207553
Tennessee,2015-07-01,1204648
Tennessee,2015-08-01,1191281
Tennessee,2015-09-01,1185463
Tennessee,2015-10-01,1168238
Tennessee,2015-11-01,1150153
Tennessee,2015-12-01,1149608
Tennessee,2016-01-01,1129940
Tennessee,2016-02-01,1116052
Tennessee,2016-03-01,1115967
Tennessee,2016-04-01,1098423
Tennessee,2016-05-01,1084434
Tennessee,2016-06-01,1094374
Tennessee,2016-07-01,1082601
Tennessee,2016-08-01,1085101
Tennessee,2016-09-01,1083880
Tennessee,2016-10-01,1071344
Tennessee,2016-11-01,1076784
Tennessee,2016-12-01,1064416
Tennessee,2017-01-01,1056897
Tennessee,2017-02-01,1048724
Tennessee,2017-03-01,1054349
Tennessee,2017-04-01,1033493
Tennessee,2017-05-01,1042206
Tennessee,2017-06-01,1037643
Tennessee,2017-07-01,1021851
Tennessee,2017-08-01,1034396
Tennessee,2017-09-01,1022588
Tennessee,2017-10-01,1017511
Tennessee,2017-11-01,1015481
Tennessee,2017-12-01,1009555
Tennessee,2018-01-01,999147
Tennessee,2018-02-01,989373
Tennessee,2018-03-01,974449
Tennessee,2018-04-01,957637
Tennessee,2018-05-01,943828
Tennessee,2018-06-01,938580
Tennessee,2018-07-01,931540
Tennessee,2018-08-01,943013
Tennessee,2018-09-01,930386
Tennessee,2018-10-01,938986
Tennessee,2018-11-01,922468
Tennessee,2018-12-01,913571
Tennessee,2019-01-01,933981
Tennessee,2019-02-01,46795
Tennessee,2019-03-01,913919
Tennessee,2019-04-01,889691
Tennessee,2019-05-01,891135
Tennessee,2019-06-01,884811
Tennessee,2019-07-01,889405
Tennessee,2019-08-01,884025
Tennessee,2019-09-01,876772
Tennessee,2019-10-01,882622
Tennessee,2019-11-01,887077
Tennessee,2019-12-01,851955
Tennessee,2020-01-01,865670
Tennessee,2020-02-01,844321
Tennessee,2020-03-01,861061
Tennessee,2020-04-01,900106
Tennessee,2020-05-01,891093
Tennessee,2020-06-01,876013
Tennessee,2020-07-01,846858
Tennessee,2020-08-01,855072
Tennessee,2020-09-01,865381
Tennessee,2020-10-01,876025
Tennessee,2020-11-01,882253
Tennessee,2020-12-01,911949
Tennessee,2021-01-01,912768
Tennessee,2021-02-01,900498
Tennessee,2021-03-01,911672
Tennessee,2021-04-01,900984
Tennessee,2021-05-01,873741
Tennessee,2021-06-01,874394
Tennessee,2021-07-01,856009
Tennessee,2021-08-01,836382
Tennessee,2021-09-01,839487
Tennessee,2021-10-01,831631
Tennessee,2021-11-01,830547
Tennessee,2021-12-01,847018
Tennessee,2022-01-01,838823
Tennessee,2022-02-01,837855
Tennessee,2022-03-01,843906
Tennessee,2022-04-01,828213
Tennessee,2022-05-01,820910
Tennessee,2022-06-01,831118
Tennessee,2022-07-01,800670
Tennessee,2022-08-01,786502
Tennessee,2022-09-01,806886
Tennessee,2022-10-01,793906
Tennessee,2022-11-01,814533
Tennessee,2022-12-01,809733
Tennessee,2023-01-01,804345
Tennessee,2023-02-01,817174
Tennessee,2023-03-01,805053
Tennessee,2023-04-01,773111
Tennessee,2023-05-01,779035
Tennessee,2023-06-01,751375
Tennessee,2023-07-01,654939
Tennessee,2023-08-01,713783
Tennessee,2023-09-01,697134
Texas,2014-10-01,3817979
Texas,2014-11-01,3782821
Texas,2014-12-01,3751499
Texas,2015-01-01,3715414
Texas,2015-02-01,3684002
Texas,2015-03-01,3676661
Texas,2015-04-01,3651040
Texas,2015-05-01,3676984
Texas,2015-06-01,3710572
Texas,2015-07-01,3731919
Texas,2015-08-01,3742946
Texas,2015-09-01,3754421
Texas,2015-10-01,3777317
Texas,2015-11-01,3755821
Texas,2015-12-01,3749749
Texas,2016-01-01,3734096
Texas,2016-02-01,3726204
Texas,2016-03-01,3716248
Texas,2016-04-01,3703772
Texas,2016-05-01,3765445
Texas,2016-06-01,3791472
Texas,2016-07-01,3796484
Texas,2016-08-01,3840366
Texas,2016-09-01,3864686
Texas,2016-10-01,3891234
Texas,2016-11-01,3882738
Texas,2016-12-01,3849095
Texas,2017-01-01,3826344
Texas,2017-02-01,3755726
Texas,2017-03-01,3769743
Texas,2017-04-01,3735048
Texas,2017-05-01,3746646
Texas,2017-06-01,3744463
Texas,2017-07-01,3756058
Texas,2017-08-01,3786510
Texas,2017-09-01,5311725
Texas,2017-10-01,5985046
Texas,2017-11-01,3919597
Texas,2017-12-01,3845396
Texas,2018-01-01,3823986
Texas,2018-02-01,3738628
Texas,2018-03-01,3710811
Texas,2018-04-01,3650170
Texas,2018-05-01,3610348
Texas,2018-06-01,3619343
Texas,2018-07-01,3616565
Texas,2018-08-01,3620064
Texas,2018-09-01,3602528
Texas,2018-10-01,3610340
Texas,2018-11-01,3544393
Texas,2018-12-01,3496398
Texas,2019-01-01,3544410
Texas,2019-02-01,667967
Texas,2019-03-01,3342252
Texas,2019-04-01,3322131
Texas,2019-05-01,3291843
Texas,2019-06-01,3339430
Texas,2019-07-01,3364115
Texas,2019-08-01,3376727
Texas,2019-09-01,3346851
Texas,2019-10-01,3348300
Texas,2019-11-01,3280049
Texas,2019-12-01,3247148
Texas,2020-01-01,3231991
Texas,2020-02-01,3162216
Texas,2020-03-01,3214013
Texas,2020-04-01,3632605
Texas,2020-05-01,3877726
Texas,2020-06-01,3884584
Texas,2020-07-01,3870588
Texas,2020-08-01,3900408
Texas,2020-09-01,3962503
Texas,2020-10-01,3747996
Texas,2020-11-01,3674212
Texas,2020-12-01,3644422
Texas,2021-01-01,3514348
Texas,2021-02-01,3396209
Texas,2021-03-01,3392447
Texas,2021-04-01,3499514
Texas,2021-05-01,3436958
Texas,2021-06-01,3159949
Texas,2021-07-01,3136496
Texas,2021-08-01,3153203
Texas,2021-09-01,3144868
Texas,2021-10-01,3382376
Texas,2021-11-01,3482631
Texas,2021-12-01,3532220
Texas,2022-01-01,3599788
Texas,2022-02-01,3493004
Texas,2022-03-01,3483575
Texas,2022-04-01,3472171
Texas,2022-05-01,3369419
Texas,2022-06-01,3253888
Texas,2022-07-01,3249595
Texas,2022-08-01,3453436
Texas,2022-09-01,3516606
Texas,2022-10-01,3577166
Texas,2022-11-01,3626359
Texas,2022-12-01,3658390
Texas,2023-01-01,3637944
Texas,2023-02-01,3505617
Texas,2023-03-01,3377563
Texas,2023-04-01,3343815
Texas,2023-05-01,3291584
Texas,2023-06-01,3241755
Texas,2023-07-01,2988630
Texas,2023-08-01,3283526
Texas,2023-09-01,3220508
Utah,2009-10-01,220130
Utah,2009-11-01,214761
Utah,2009-12-01,216119
Utah,2010-01-01,232939
Utah,2010-02-01,247325
Utah,2010-03-01,255120
Utah,2010-04-01,260723
Utah,2010-05-01,260660
Utah,2010-06-01,268573
Utah,2010-07-01,262628
Utah,2010-08-01,260065
Utah,2010-09-01,269819
Utah,2010-10-01,271868
Utah,2010-11-01,268216
Utah,2010-12-01,288540
Utah,2011-01-01,300729
Utah,2011-02-01,283313
Utah,2011-03-01,291056
Utah,2011-04-01,283704
Utah,2011-05-01,282745
Utah,2011-06-01,284001
Utah,2011-07-01,279293
Utah,2011-08-01,287635
Utah,2011-09-01,286549
Utah,2011-10-01,285695
Utah,2011-11-01,283184
Utah,2011-12-01,285824
Utah,2012-01-01,285527
Utah,2012-02-01,287651
Utah,2012-03-01,285742
Utah,2012-04-01,280865
Utah,2012-05-01,279523
Utah,2012-06-01,275698
Utah,2012-07-01,257736
Utah,2012-08-01,258520
Utah,2012-09-01,256715
Utah,2012-10-01,257744
Utah,2012-11-01,258722
Utah,2012-12-01,258188
Utah,2013-01-01,261426
Utah,2013-02-01,258560
Utah,2013-03-01,257781
Utah,2013-04-01,252378
Utah,2013-05-01,248821
Utah,2013-06-01,244726
Utah,2013-07-01,241380
Utah,2013-08-01,241892
Utah,2013-09-01,237894
Utah,2013-10-01,236449
Utah,2013-11-01,233041
Utah,2013-12-01,230329
Utah,2014-01-01,228503
Utah,2014-02-01,230108
Utah,2014-03-01,231684
Utah,2014-04-01,230361
Utah,2014-05-01,229970
Utah,2014-06-01,227179
Utah,2014-07-01,225880
Utah,2014-08-01,228203
Utah,2014-09-01,227229
Utah,2014-10-01,226927
Utah,2014-11-01,225352
Utah,2014-12-01,225817
Utah,2015-01-01,227251
Utah,2015-02-01,226479
Utah,2015-03-01,228396
Utah,2015-04-01,227497
Utah,2015-05-01,226945
Utah,2015-06-01,224862
Utah,2015-07-01,223055
Utah,2015-08-01,222482
Utah,2015-09-01,222170
Utah,2015-10-01,222981
Utah,2015-11-01,220017
Utah,2015-12-01,221282
Utah,2016-01-01,221443
Utah,2016-02-01,221704
Utah,2016-03-01,223053
Utah,2016-04-01,221948
Utah,2016-05-01,220408
Utah,2016-06-01,218587
Utah,2016-07-01,216446
Utah,2016-08-01,215461
Utah,2016-09-01,214505
Utah,2016-10-01,212903
Utah,2016-11-01,211215
Utah,2016-12-01,211946
Utah,2017-01-01,210310
Utah,2017-02-01,209053
Utah,2017-03-01,209947
Utah,2017-04-01,206621
Utah,2017-05-01,203397
Utah,2017-06-01,202591
Utah,2017-07-01,199143
Utah,2017-08-01,199956
Utah,2017-09-01,198502
Utah,2017-10-01,196886
Utah,2017-11-01,194842
Utah,2017-12-01,194587
Utah,2018-01-01,193618
Utah,2018-02-01,190932
Utah,2018-03-01,192348
Utah,2018-04-01,188587
Utah,2018-05-01,186938
Utah,2018-06-01,185816
Utah,2018-07-01,181859
Utah,2018-08-01,182667
Utah,2018-09-01,180032
Utah,2018-10-01,178812
Utah,2018-11-01,177209
Utah,2018-12-01,174187
Utah,2019-01-01,175327
Utah,2019-02-01,37924
Utah,2019-03-01,172787
Utah,2019-04-01,170989
Utah,2019-05-01,170880
Utah,2019-06-01,169541
Utah,2019-07-01,168361
Utah,2019-08-01,168772
Utah,2019-09-01,165162
Utah,2019-10-01,165374
Utah,2019-11-01,164587
Utah,2019-12-01,163533
Utah,2020-01-01,163926
Utah,2020-02-01,164518
Utah,2020-03-01,163895
Utah,2020-04-01,172489
Utah,2020-05-01,162295
Utah,2020-06-01,156331
Utah,2020-07-01,153492
Utah,2020-08-01,176700
Utah,2020-09-01,161348
Utah,2020-10-01,165353
Utah,2020-11-01,166030
Utah,2020-12-01,167695
Utah,2021-01-01,168705
Utah,2021-02-01,163367
Utah,2021-03-01,163823
Utah,2021-04-01,163361
Utah,2021-05-01,160205
Utah,2021-06-01,158535
Utah,2021-07-01,158419
Utah,2021-08-01,157110
Utah,2021-09-01,163514
Utah,2021-10-01,157816
Utah,2021-11-01,155719
Utah,2021-12-01,157493
Utah,2022-01-01,156330
Utah,2022-02-01,158491
Utah,2022-03-01,157443
Utah,2022-04-01,155707
Utah,2022-05-01,155168
Utah,2022-06-01,155384
Utah,2022-07-01,155495
Utah,2022-08-01,155974
Utah,2022-09-01,154467
Utah,2022-10-01,154469
Utah,2022-11-01,157079
Utah,2022-12-01,159045
Utah,2023-01-01,158864
Utah,2023-02-01,158237
Utah,2023-03-01,160488
Utah,2023-04-01,158294
Utah,2023-05-01,158599
Utah,2023-06-01,158690
Utah,2023-07-01,157918
Utah,2023-08-01,160124
Utah,2023-09-01,159488
Vermont,2009-10-01,82770
Vermont,2009-11-01,83342
Vermont,2009-12-01,84300
Vermont,2010-01-01,84968
Vermont,2010-02-01,85276
Vermont,2010-03-01,85825
Vermont,2010-04-01,86243
Vermont,2010-05-01,86418
Vermont,2010-06-01,86286
Vermont,2010-07-01,86244
Vermont,2010-08-01,86948
Vermont,2010-09-01,87838
Vermont,2010-10-01,88567
Vermont,2010-11-01,89316
Vermont,2010-12-01,90556
Vermont,2011-01-01,91846
Vermont,2011-02-01,92558
Vermont,2011-03-01,92964
Vermont,2011-04-01,93159
Vermont,2011-05-01,93252
Vermont,2011-06-01,93058
Vermont,2011-07-01,92643
Vermont,2011-08-01,92940
Vermont,2011-09-01,93594
Vermont,2011-10-01,94604
Vermont,2011-11-01,95316
Vermont,2011-12-01,95652
Vermont,2012-01-01,96198
Vermont,2012-02-01,96365
Vermont,2012-03-01,96080
Vermont,2012-04-01,96458
Vermont,2012-05-01,96805
Vermont,2012-06-01,96854
Vermont,2012-07-01,97243
Vermont,2012-08-01,98561
Vermont,2012-09-01,98817
Vermont,2012-10-01,99416
Vermont,2012-11-01,100111
Vermont,2012-12-01,100624
Vermont,2013-01-01,101768
Vermont,2013-02-01,101793
Vermont,2013-03-01,101712
Vermont,2013-04-01,100985
Vermont,2013-05-01,100607
Vermont,2013-06-01,100020
Vermont,2013-07-01,99608
Vermont,2013-08-01,99764
Vermont,2013-09-01,100087
Vermont,2013-10-01,100276
Vermont,2013-11-01,99405
Vermont,2013-12-01,98607
Vermont,2014-01-01,98190
Vermont,2014-02-01,93397
Vermont,2014-03-01,92335
Vermont,2014-04-01,91107
Vermont,2014-05-01,90009
Vermont,2014-06-01,89144
Vermont,2014-07-01,88207
Vermont,2014-08-01,87794
Vermont,2014-09-01,87525
Vermont,2014-10-01,87589
Vermont,2014-11-01,87208
Vermont,2014-12-01,87263
Vermont,2015-01-01,87270
Vermont,2015-02-01,86363
Vermont,2015-03-01,85569
Vermont,2015-04-01,84686
Vermont,2015-05-01,83920
Vermont,2015-06-01,83218
Vermont,2015-07-01,82314
Vermont,2015-08-01,82340
Vermont,2015-09-01,82184
Vermont,2015-10-01,82364
Vermont,2015-11-01,82133
Vermont,2015-12-01,81841
Vermont,2016-01-01,81549
Vermont,2016-02-01,80740
Vermont,2016-03-01,79653
Vermont,2016-04-01,78890
Vermont,2016-05-01,78146
Vermont,2016-06-01,78064
Vermont,2016-07-01,77456
Vermont,2016-08-01,77715
Vermont,2016-09-01,78034
Vermont,2016-10-01,78092
Vermont,2016-11-01,78386
Vermont,2016-12-01,78602
Vermont,2017-01-01,78878
Vermont,2017-02-01,78032
Vermont,2017-03-01,77142
Vermont,2017-04-01,75970
Vermont,2017-05-01,75287
Vermont,2017-06-01,74793
Vermont,2017-07-01,74292
Vermont,2017-08-01,74511
Vermont,2017-09-01,74715
Vermont,2017-10-01,74928
Vermont,2017-11-01,75103
Vermont,2017-12-01,74836
Vermont,2018-01-01,75190
Vermont,2018-02-01,74582
Vermont,2018-03-01,73688
Vermont,2018-04-01,72979
Vermont,2018-05-01,72087
Vermont,2018-06-01,71544
Vermont,2018-07-01,70260
Vermont,2018-08-01,70874
Vermont,2018-09-01,70620
Vermont,2018-10-01,71176
Vermont,2018-11-01,71400
Vermont,2018-12-01,71494
Vermont,2019-01-01,119143
Vermont,2019-02-01,9920
Vermont,2019-03-01,69854
Vermont,2019-04-01,68932
